msa_name,msa_code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Fort Smith, AR-OK",22900,99800.0,97900.0,98600.0,105800.0,106700.0,108400.0,103600.0,114800.0,120000.0,126200.0,133300.0,140400.0
"Fort Wayne, IN",23060,113200.0,112000.0,114800.0,113000.0,115200.0,123700.0,121100.0,133700.0,135700.0,143800.0,158400.0,173000.0
"Fresno, CA",23420,212500.0,184300.0,174200.0,185200.0,204700.0,220100.0,238100.0,248700.0,274400.0,288300.0,310050.0,331800.0
"Gadsden, AL",23460,91700.0,103600.0,90500.0,101900.0,99700.0,99200.0,109400.0,115200.0,127800.0,127500.0,130400.0,133300.0
"Gainesville, FL",23540,170600.0,162200.0,162000.0,151200.0,155100.0,164400.0,170400.0,170700.0,184100.0,191700.0,205600.0,219500.0
"Gainesville, GA",23580,180600.0,161600.0,152400.0,160900.0,156400.0,173600.0,184000.0,195600.0,217900.0,227800.0,254600.0,281400.0
"Gettysburg, PA",23900,203100.0,195200.0,190900.0,192900.0,190700.0,193800.0,206900.0,203500.0,206800.0,206200.0,222550.0,238900.0
"Glens Falls, NY",24020,170900.0,165900.0,168600.0,165400.0,160100.0,163200.0,171300.0,172300.0,178000.0,178200.0,185650.0,193100.0
"Goldsboro, NC",24140,106900.0,97000.0,105300.0,117700.0,105700.0,119600.0,127800.0,117600.0,132700.0,118400.0,138850.0,159300.0
"Grand Forks, ND-MN",24220,141000.0,141100.0,150000.0,155100.0,149300.0,177000.0,175000.0,198300.0,196400.0,202800.0,211900.0,221000.0
"Grand Island, NE",24260,104700.0,105400.0,112800.0,111600.0,122400.0,134200.0,132100.0,147400.0,144200.0,154300.0,170450.0,186600.0
"Grand Junction, CO",24300,219500.0,202200.0,197700.0,204800.0,198000.0,198800.0,212200.0,226400.0,229000.0,262300.0,297850.0,333400.0
"Grand Rapids-Kentwood, MI",24340,136800.0,130500.0,125700.0,136400.0,144300.0,151300.0,164500.0,174900.0,189500.0,199400.0,222350.0,245300.0
"Grants Pass, OR",24420,219200.0,209800.0,222000.0,205800.0,213100.0,232700.0,251000.0,278000.0,281200.0,293100.0,332350.0,371600.0
"Great Falls, MT",24500,158300.0,152400.0,162400.0,160800.0,160900.0,168600.0,169500.0,174300.0,189300.0,190100.0,208350.0,226600.0
"Greeley, CO",24540,182500.0,197400.0,194400.0,195200.0,212000.0,242700.0,274200.0,295100.0,325400.0,366800.0,391750.0,416700.0
"Green Bay, WI",24580,157900.0,154900.0,156300.0,158700.0,155200.0,158600.0,164700.0,171600.0,174900.0,190300.0,207800.0,225300.0
"Greensboro-High Point, NC",24660,141100.0,142400.0,133800.0,141700.0,138600.0,144900.0,142700.0,150100.0,152300.0,158600.0,169650.0,180700.0
"Greenville, NC",24780,126100.0,140900.0,124700.0,134200.0,126400.0,138200.0,138400.0,150800.0,146300.0,155700.0,163400.0,171100.0
"Greenville-Anderson, SC",24860,142600.0,140200.0,142200.0,141000.0,139400.0,146400.0,157000.0,162100.0,169100.0,186800.0,204100.0,221400.0
"Guayama, PR",25020,92500.0,93300.0,105900.0,90500.0,99000.0,89900.0,87800.0,83800.0,85400.0,92400.0,88400.0,84400.0
"Gulfport-Biloxi, MS",25060,142000.0,133700.0,134500.0,126100.0,128800.0,134200.0,130500.0,152100.0,147900.0,152700.0,158200.0,163700.0
"Hagerstown-Martinsburg, MD-WV",25180,196500.0,182600.0,170800.0,172000.0,182300.0,186900.0,188700.0,199900.0,194800.0,201200.0,216350.0,231500.0
"Hammond, LA",25220,124000.0,137200.0,129700.0,136300.0,131700.0,136700.0,175700.0,157500.0,162800.0,179800.0,185550.0,191300.0
"Hanford-Corcoran, CA",25260,184600.0,169600.0,161200.0,169200.0,169200.0,183000.0,190500.0,224500.0,231100.0,247600.0,266600.0,285600.0
"Harrisburg-Carlisle, PA",25420,168100.0,169400.0,170500.0,170600.0,171100.0,172600.0,183000.0,186000.0,188600.0,186600.0,202800.0,219000.0
"Harrisonburg, VA",25500,200100.0,194000.0,198200.0,199000.0,205500.0,198700.0,204800.0,216400.0,210000.0,222600.0,246300.0,270000.0
"Hartford-East Hartford-Middletown, CT",25540,258300.0,248400.0,243800.0,241100.0,243100.0,247000.0,247400.0,247900.0,249800.0,254100.0,266300.0,278500.0
"Hattiesburg, MS",25620,129100.0,120200.0,129400.0,131000.0,134600.0,136800.0,131100.0,144800.0,154300.0,145300.0,150550.0,155800.0
"Hickory-Lenoir-Morganton, NC",25860,118500.0,117000.0,116900.0,125900.0,124300.0,122000.0,127000.0,132900.0,138800.0,145700.0,160150.0,174600.0
"Hilton Head Island-Bluffton, SC",25940,249400.0,271400.0,231000.0,247100.0,257000.0,253500.0,259400.0,279100.0,299800.0,304800.0,335300.0,365800.0
"Hinesville, GA",25980,124700.0,140000.0,116500.0,117700.0,107700.0,114100.0,133600.0,115800.0,112100.0,135600.0,148500.0,161400.0
"Homosassa Springs, FL",26140,119900.0,109000.0,111300.0,107500.0,116300.0,115900.0,121900.0,128900.0,137600.0,156400.0,181400.0,206400.0
"Hot Springs, AR",26300,133900.0,125300.0,144300.0,121500.0,124800.0,134500.0,142600.0,140400.0,149500.0,139100.0,150300.0,161500.0
"Houma-Thibodaux, LA",26380,127500.0,135500.0,130500.0,135700.0,137300.0,143800.0,152000.0,153600.0,153000.0,162600.0,167000.0,171400.0
"Houston-The Woodlands-Sugar Land, TX",26420,140800.0,140000.0,141400.0,144400.0,153200.0,168300.0,181400.0,192900.0,204700.0,219100.0,235700.0,252300.0
"Huntington-Ashland, WV-KY-OH",26580,95700.0,96700.0,97200.0,100700.0,106700.0,115700.0,116800.0,118600.0,124100.0,128800.0,129750.0,130700.0
"Huntsville, AL",26620,161400.0,158200.0,160600.0,156700.0,165900.0,171800.0,172200.0,176500.0,187000.0,192700.0,219350.0,246000.0
"Idaho Falls, ID",26820,157700.0,150600.0,153400.0,151400.0,155800.0,165200.0,165400.0,173900.0,205400.0,212700.0,268700.0,324700.0
"Indianapolis-Carmel-Anderson, IN",26900,143600.0,143700.0,145700.0,139600.0,141500.0,148000.0,153500.0,162200.0,169200.0,183800.0,203500.0,223200.0
