msa_name,msa_code,2014,2015,2016,2017,2018,2019,2020,2021
"Beaumont-Port Arthur, TX",13140,0.9615824900407528,0.9441074671875536,0.9222803210985786,0.910195540154362,0.9210895815782084,0.9565946618085076,0.8798070924290743,0.8991590766148757
"Beckley, WV",13220,0.8012931933532643,0.7701401203017976,0.7534627966868518,0.7641391738286665,0.7731914082138585,0.7695514713546191,0.7534345105372942,0.7957806850795781
"Bellingham, WA",13380,0.9452531850922541,0.9564350278245392,0.9767594942084532,0.972823049696769,0.97581411507454,0.9706682794073178,0.8653487504662439,0.9139547440239533
"Bend, OR",13460,0.866294588692065,0.90956774670386,0.9344271833362425,0.9382127889077405,0.9468365553602812,0.9570925081643871,0.8844473258381956,0.927358626807782
"Billings, MT",13740,1.1210671697096275,1.1351011284083152,1.109350237717908,1.0781773849436147,1.0812779424323102,1.0115810202550637,1.004492542849909,1.054125998225377
"Binghamton, NY",13780,0.9231648304555113,0.922050511554697,0.9232503421930774,0.9154749632135902,0.9160372387142104,0.8972897114288221,0.8172612570089987,0.8344729667343188
"Birmingham-Hoover, AL",13820,1.0228436392280424,1.0283512076167776,1.0277478290992172,1.034871554860183,1.0469716173138226,1.1229279427347583,1.081947505509918,1.100244003274994
"Bismarck, ND",13900,1.319406267179769,1.2959743903068688,1.2624031534592906,1.2123420394508024,1.2018282257003814,1.2225020430627596,1.1993500728655422,1.234879456249264
"Blacksburg-Christiansburg, VA",13980,0.9608567956248734,0.9814667825780197,0.9536615124125395,0.9632608069344757,0.952695027664798,1.0986559589537672,1.0292454682728314,1.062443224455942
"Bloomington, IL",14010,1.2074433533300217,1.2000964136653685,1.1829004465923612,1.1803855088842845,1.1521165495967591,1.2767828919338657,1.1687916398931313,1.229289862021203
"Bloomington, IN",14020,1.0844707811353862,1.0810116098076457,1.0657118786857624,1.0854930999663412,1.079862839444721,1.1198936862359667,1.0133099633017473,1.0661500738312313
"Bloomsburg-Berwick, PA",14100,1.1188774018656815,1.1050017265651977,1.1282377244557444,1.1146413875722694,1.1125807204543687,1.1162790697674418,1.0532092828768556,1.1129322195199323
"Boise City, ID",14260,1.1164112453059982,1.1437055907674836,1.16795141322121,1.1745930186059024,1.1942037171046826,1.2157403471667858,1.188357905439756,1.207399942319595
"Boston-Cambridge-Newton, MA-NH",14460,0.926440663881647,0.937324629753642,0.9491760948242784,0.9495371722222534,0.9548417566291142,0.9715919877652125,0.8701978071550645,0.9058062979334905
"Boulder, CO",14500,1.3610949864043262,1.3771442377385843,1.3993646047467763,1.4146883345226622,1.431637144000291,1.429343882066679,1.3084290039795698,1.3881029725103915
"Bowling Green, KY",14540,1.0222760426934017,1.035214018639433,1.0252387264316822,1.0149785830207252,1.0029582727838904,0.9999483897605285,0.9404587913833641,0.9478376280269452
"Bremerton-Silverdale-Port Orchard, WA",14740,0.7948485763155247,0.8114219029211188,0.81342053298067,0.8121926538727832,0.8300214539443604,0.8364158579572654,0.7732766728203699,0.8111381200066216
"Bridgeport-Stamford-Norwalk, CT",14860,1.12448830849997,1.1285639760849318,1.1146436238145703,1.0953278343551212,1.0951185644093142,1.081072440911319,0.9935653680569793,1.0231233763334096
"Brownsville-Harlingen, TX",15180,0.9356597153351071,0.9477002338745212,0.9531496989876568,0.9361386597460376,0.9430742777639229,0.9531105945903832,0.9338711334909053,0.963334816038635
"Brunswick, GA",15260,0.7057611402077788,0.7338179300796123,0.73770769178708,0.7343303646445976,0.7171444907293963,0.7121156102814705,0.710798865360512,0.7551258825322114
"Buffalo-Cheektowaga, NY",15380,1.0592483410810405,1.0698779640456513,1.072380404563321,1.066144432325348,1.0653924698437363,1.0597701322454631,0.9410328969650149,0.9763770784562287
"Burlington, NC",15500,0.8751707023391727,0.8761042564065123,0.8949742640680123,0.8844798550868206,0.8736305910264461,0.8844452989809652,0.8359837665187826,0.8515443374294254
"Burlington-South Burlington, VT",15540,1.3062409288824384,1.312636623507651,1.3043025315136993,1.2885119632907243,1.2801006228064837,1.2725759383868671,1.1531000079182834,1.1666422394840978
"California-Lexington Park, MD",15680,1.0331199297385998,1.0405207187385406,1.0205697992803964,1.0192953953664345,1.0174355406756816,1.0083746368142197,1.0256741065668946,1.0345424638559433
"Canton-Massillon, OH",15940,0.9661808784375889,0.9586054215019825,0.964148177871406,0.9679458039050459,0.9611072664359862,0.9562629972125127,0.9100036787382757,0.9179489733247016
"Cape Coral-Fort Myers, FL",15980,0.6361661804476054,0.6687595631298475,0.6787741556870056,0.6814847212651205,0.6866946347760174,0.6907034062789884,0.6507625862857457,0.6707700916276141
"Cape Girardeau, MO-IL",16020,1.0232861704855365,1.0377935708570623,1.0255693075076335,1.0154364555348117,1.03243157007088,1.0051254742727818,0.9829443447037702,1.005652539102404
"Carbondale-Marion, IL",16060,0.9610691262854931,0.972047343238479,0.9662159895326601,0.9469320066334992,0.9618249842730855,0.8817301875378101,0.841173383631344,0.8705230788060524
"Carson City, NV",16180,1.1934700140658967,1.2069259638348686,1.241679467485919,1.2723391788389904,1.2488552160519524,1.2649909643502546,1.230731737037714,1.2574826242416939
"Casper, WY",16220,1.2143375579252973,1.1364581312193365,1.0453442188879083,1.0536009317190758,1.048922836932842,1.060013919374699,0.9783762716875647,1.0175163963185878
"Cedar Rapids, IA",16300,1.2500327119516386,1.2471380004162909,1.2332513459123824,1.2309081461415927,1.2307978615415849,1.2293291207313795,1.1448828964956121,1.1411928788251702
"Chambersburg-Waynesboro, PA",16540,0.9278752436647173,0.9297841905591143,0.9347100380405248,0.9307657038055938,0.9407437803006125,0.939648009668404,0.8862540344119351,0.8917331095258078
"Champaign-Urbana, IL",16580,1.075393714125311,1.0663983903420524,1.057403245232202,1.0569280745934713,1.0652850129295806,1.131768829363331,1.0789429883391914,1.1308783644855238
"Charleston, WV",16620,1.0927386355181905,1.0685836409558966,1.033970687253844,1.0201083463410154,1.0131141485038788,0.8363109906357812,0.8058811344867881,0.8292795187798084
"Charleston-North Charleston, SC",16700,1.0475134732786628,1.0700392159325323,1.0740158451246955,1.0752041745696328,1.0927223513264352,1.0963054621569348,1.0128576496451087,1.021331784223396
"Charlotte-Concord-Gastonia, NC-SC",16740,1.120235453946618,1.1461277515099642,1.1574826715666535,1.1581475475695535,1.1628383471723358,1.1529102705774052,1.1030777686919147,1.1080599907998188
"Charlottesville, VA",16820,1.1188726601953491,1.1157012628914031,1.1355480617030271,1.1516295902913003,1.1471109261105679,1.2584495901049906,1.1521100814720955,1.1808363669365818
"Chattanooga, TN-GA",16860,1.0104618954146718,1.0386767108292283,1.048754474878672,1.0633459131867187,1.0812109562710235,1.06672277514659,1.0417350578863283,1.0708730506919795
"Cheyenne, WY",16940,1.128424287532112,1.1201143946615824,1.1043583134296593,1.0727880955127467,1.082201767975941,1.0836994480117157,1.0381165919282511,1.0710699542563873
"Chicago-Naperville-Elgin, IL-IN-WI",16980,1.194059357526662,1.2145308232644902,1.2252342987083111,1.225991530440326,1.2296778176218488,1.2335041752552809,1.1217506588930597,1.1719442156171096
"Chico, CA",17020,0.7877650244637967,0.8017135862913096,0.8187811741281402,0.8249082038126855,0.8156900377856414,0.9383844476406997,0.8270970592734009,0.8437697239477793
"Cincinnati, OH-KY-IN",17140,1.1454979330546937,1.1623507217936695,1.174498818589824,1.1813404825737266,1.1868737202602062,1.1858721596584756,1.116558615413039,1.1358125499981349
"Clarksville, TN-KY",17300,0.7621353726624219,0.7641713543920381,0.7685016778953301,0.763506411603952,0.7628075301304824,0.7233885366003817,0.7042733489333667,0.7155741737354463
"Cleveland, TN",17420,0.9178980330756434,0.9483130216701281,0.9403115023701267,0.9289523481851023,0.8733624454148472,0.927289896128423,0.8514593790667411,0.8420281896393923
"Cleveland-Elyria, OH",17460,1.0908467546368303,1.0978383696181169,1.10150588520051,1.102597256811199,1.1163026263624267,1.1216220699722965,1.0466425258352725,1.0685773533334295
"Coeur d'Alene, ID",17660,0.8877529415323191,0.8982125272298648,0.9135227721902587,0.9129709714802565,0.9131034482758621,0.9166443312784777,0.896074930178103,0.9186267871060062
"College Station-Bryan, TX",17780,1.1099677300110897,1.095550365020572,1.093590319099149,1.0934338277609668,1.0956004089276505,1.0926889496428256,1.0483548224321833,1.0833175957560046
"Colorado Springs, CO",17820,0.9647038304737404,0.974446119279884,0.9876162725540737,1.0150983146067416,1.023250013855789,1.0328552163785705,0.9699083128368658,0.9957895280655077
"Columbia, MO",17860,1.3379251909857461,1.3392257475216935,1.3087172985750697,1.2945067438375277,1.2730381911457345,1.1056121835840627,1.05149738208556,1.0884967151874276
"Columbia, SC",17900,1.1147402555517114,1.1309508353745266,1.1420479465209676,1.118287672966232,1.1091926815004596,1.1189003815059153,1.0615448442845385,1.0692787272922712
"Columbus, GA-AL",17980,0.9189508077691051,0.9116532071200115,0.9045966130219838,0.9022646096027799,0.9027526191655638,0.8657458407479592,0.8235339314839327,0.8305980720726946
"Columbus, IN",18020,1.5083315944793871,1.5384615384615385,1.5466351829988194,1.522561863173217,1.5348082937565157,1.5341138473960436,1.4134074232385838,1.4109893823753064
"Columbus, OH",18140,1.228836408697919,1.2418944537544807,1.262127142838688,1.2652675697440456,1.2703959218508099,1.2811190787704174,1.2039811375172729,1.2084793529133433
"Corpus Christi, TX",18580,1.0475448833512901,1.018228125197331,1.0039587624586872,0.9949532104475232,1.0053543242100051,1.082498038146229,1.0037301902617755,1.024232509533788
"Corvallis, OR",18700,1.0992860029637612,1.1062475129327498,1.121930567315834,1.1387974716606593,1.1419801259039593,1.1200040913391465,0.9931906248824348,1.0261836794960133
"Crestview-Fort Walton Beach-Destin, FL",18880,0.7328340449359557,0.7597340930674265,0.7650265738863624,0.764643937513834,0.774379406265073,0.778159398849054,0.768746141950757,0.7709572926964231
"Cumberland, MD-WV",19060,0.8483723339953372,0.8432432432432433,0.8502260779265733,0.8487084870848709,0.8524704244954767,0.8369112743281826,0.7850274649972042,0.8163445415232548
"Dallas-Fort Worth-Arlington, TX",19100,1.2668151730535375,1.2835071159921994,1.2984117996442128,1.3029040831533687,1.3084746285458737,1.336103450755327,1.2644651425345752,1.313323683001156
"Dalton, GA",19140,1.187297004691447,1.200902934537246,1.2125264280164079,1.1886489380688916,1.2094625794764324,1.1761797117829895,1.1493945153892147,1.2068187967890323
"Danville, IL",19180,0.8136628714246043,0.7929662502434546,0.7884545733151311,0.7787384990577542,0.7529411764705882,0.767291764771059,0.7267359336853461,0.7568920846554685
"Daphne-Fairhope-Foley, AL",19300,0.6388288758101766,0.6585006446859458,0.6753641270444004,0.6648679899788014,0.6790589203649084,0.6790872932803015,0.6420442171658104,0.6403024904110228
"Davenport-Moline-Rock Island, IA-IL",19340,1.101303218735854,1.0981586729644357,1.0920206224576672,1.0930054709100536,1.094311693804187,1.0903828351125537,1.0107186012210918,1.036536774696578
"Decatur, AL",19460,0.8129349652027837,0.8090130041349554,0.8137743272150668,0.8118157711509119,0.8381784375645605,0.8558232872467575,0.8373774859644114,0.8322923626644976
"Decatur, IL",19500,1.0267103564690696,1.0455801379529688,1.019148851467017,1.02115678226558,1.0197401051482988,0.9976945703156054,0.9299721008369749,0.9680600559502486
"Deltona-Daytona Beach-Ormond Beach, FL",19660,0.6029220290632626,0.6240473181599072,0.6460019512954073,0.6508468058515325,0.6550322430961,0.6563367790752161,0.6161648332802508,0.6329548337038751
"Denver-Aurora-Lakewood, CO",19740,1.2322895956844284,1.2509622786759045,1.259018162514033,1.2646016364229815,1.266286532563028,1.27785519614251,1.1766090317921405,1.2245530353753618
"Des Moines-West Des Moines, IA",19780,1.3596139639427234,1.3697090869639341,1.3765369747324772,1.3630057161884677,1.3434873455080085,1.2689175809743185,1.1974702449791501,1.2162293646417799
"Detroit-Warren-Dearborn, MI",19820,1.0178304088402699,1.0317631122532946,1.049469263286582,1.0574870883323855,1.0667295394948706,1.070449896737058,0.9735063720821151,1.038484521276038
"Dothan, AL",20020,0.841990801287232,0.8344312692138779,0.8452678141286734,0.8390519577879015,0.8448364740248583,0.8557822162200582,0.8352497989474724,0.8430309904913946
"Dover, DE",20100,0.9961392237187233,0.9942788930458708,0.9907946431131887,0.9620352141191584,0.9577757710094956,0.9535961318917467,0.914756466151336,0.9335091153636158
"Dubuque, IA",20220,1.4795905722570573,1.4806967404961935,1.4605147274684411,1.4468558708959376,1.4621573445102858,1.4609028858819304,1.3824394739640566,1.3829936097765754
"Duluth, MN-WI",20260,0.9695876433946842,0.9566820017164,0.9557936663768197,0.956199662272503,0.9520312077770002,0.8986719552823976,0.8244462809373138,0.8679060276404882
"Durham-Chapel Hill, NC",20500,1.2772464246094803,1.29811711486151,1.3115150605298604,1.2983345135134028,1.293583346015523,1.1811220838700445,1.1486223745585775,1.1704915649136411
"East Stroudsburg, PA",20700,0.6877408641990607,0.698728908050249,0.7194244604316546,0.7192743430177609,0.7273706896551724,0.7308011927457594,0.6714366385970574,0.7135743012392995
"Eau Claire, WI",20740,1.194920527179139,1.201222345833744,1.2040274087540204,1.1987764213079064,1.1997370439355757,1.1940176861322793,1.1177477854032116,1.1389643588473841
"El Centro, CA",20940,0.8935624879307621,0.8946513131454332,0.911372111664866,0.9161442277718126,0.9275732817439069,0.9350604786823368,0.8805227670601287,0.9632055480639569
"El Paso, TX",21340,1.0297042073151685,1.046987247791565,1.0511935674140163,1.0575951046344092,1.0688986058133199,1.0821810109605512,0.99765624375065,1.0007972873615993
"Elizabethtown-Fort Knox, KY",21060,0.8472838006279683,0.8743015005964714,0.8595015816680812,0.8675078864353313,0.8710561364297414,0.8577961238049934,0.828240529703085,0.834059504543757
"Elkhart-Goshen, IN",21140,1.6166904037876746,1.6597669917844737,1.725527315519513,1.7949367088607595,1.7711805773948046,1.7062835364324758,1.708899161188223,1.8176143811247738
"Elmira, NY",21300,1.0031266284523188,0.9884463917794644,0.962868251441693,0.9500514933058702,0.9608467783372726,0.9493104065914383,0.8610447513318088,0.8827431370548016
"Enid, OK",21420,,,0.9856797470708574,0.9486106961458022,0.9626147302440117,0.9376517613657589,0.8868692051159893,0.8667505844272613
"Erie, PA",21500,1.088262785418614,1.084132693844924,1.0576546715857325,1.0517039745680354,1.0533240143074456,1.0511976760407349,0.9610891240607257,1.0112715510054358
"Eugene-Springfield, OR",21660,0.9518200471160423,0.9810998612776268,0.994339528127035,0.9981427042717802,1.0043427732583032,1.007000473168897,0.9065823408821744,0.9336717670051004
"Evansville, IN-KY",21780,1.1240044531985955,1.1226841970460173,1.1303281071613447,1.1327883588965673,1.1287233893851079,1.1151171954000545,1.0707200067182432,1.0962386583892807
"Fairbanks, AK",21820,0.9186855360997841,0.9080644773824681,0.9118248526404427,0.8396912103291048,0.8531383302864107,0.8484520263561693,0.8207934336525308,0.8600285895062452
"Fargo, ND-MN",22020,1.3878896882494005,1.3588450299447397,1.3347641100945065,1.3060078195267901,1.3097399488749786,1.2958291885746767,1.234301421517019,1.2751378704585776
"Farmington, NM",22140,1.0501279906476124,1.012908032783584,0.9664753850800363,0.9470697583406712,0.9205624792775925,0.9168431071657505,0.8344979439177165,0.9170487703209671
"Fayetteville, NC",22180,0.7778801393473128,0.7849808615347227,0.7823346895411027,0.7752308087107536,0.7790263062506314,0.5980435047333835,0.5798210434501402,0.6044769939920324
"Fayetteville-Springdale-Rogers, AR",22220,1.119419322510496,1.1543521419857918,1.1836564361318715,1.177387159380604,1.1711744189190407,1.2459734629835888,1.1889724491034384,1.2247041064123039
"Flagstaff, AZ",22380,0.9966518726154325,1.0025296025575368,1.0064646588437145,1.017303238112539,1.0233699392561117,1.0164318205390348,0.8884300524915301,0.9621012061951324
"Flint, MI",22420,0.7171106047510541,0.7129536501550583,0.7194621313672922,0.716368872784741,0.7206122088737059,0.726722337122449,0.6799667453763589,0.725071907957814
"Florence, SC",22500,0.9574253656133122,0.9661295552896711,0.9805452679487752,0.983300373544276,0.9990867977039485,0.9942799280412793,0.9678541911348906,0.9925231387446339
"Florence-Muscle Shoals, AL",22520,0.7937520375331321,0.8063831593243358,0.8001352341240773,0.7911392405063291,0.7922657137316823,0.7946690948222341,0.7733237759153065,0.771296742648578
"Fond du Lac, WI",22540,1.0811904333752922,1.06890756302521,1.0711570284896463,1.0634064379200565,1.0780185622010097,1.0734512885805856,1.01021144468983,1.0389440669106116
"Fort Collins, CO",22660,1.0985996824021944,1.125015083009788,1.1383861578943695,1.1315902848834078,1.1347471022128557,1.1366065010006023,1.0415053797418357,1.0847968011452689
"Fort Smith, AR-OK",22900,0.9209435403898363,0.9204763485342811,0.9168536423947959,0.9054116743717306,0.8987369961505425,1.0165184243964422,0.990063135773617,1.0198092443140132
"Fort Wayne, IN",23060,1.1828980726012688,1.1970605085716803,1.1982642427430223,1.204212305392141,1.2188830130272152,1.3052557311195954,1.2324260994953136,1.2580790872234708
"Fresno, CA",23420,0.98223705723752,1.0146772387773568,1.0362646882969506,1.0508886323944429,1.0769631735513423,1.096948100773005,1.0229854720728504,1.0739409829925204
"Gadsden, AL",23460,0.7768093974990526,0.7893241280599466,0.7993100692034244,0.7957948524638228,0.7921081781511903,0.7710793020583011,0.7137234321700341,0.710670603121046
"Gainesville, FL",23540,1.093905970284696,1.1269826927657898,1.1486974663711713,1.1535775353418587,1.1544034269875267,0.9947122487315413,0.9441374433648483,0.9597556985494602
"Gainesville, GA",23580,1.1699356751233974,1.221147536306314,1.2430238457635718,1.2409358325352304,1.2508229098090848,1.24594640723673,1.2127382624721301,1.2313494222908414
"Gettysburg, PA",23900,0.8379752966820053,0.8177739180778695,0.8387003748918581,0.8265633856036274,0.8197876538569953,0.8278765201122544,0.7555679546194263,0.7950448368309143
"Glens Falls, NY",24020,0.8099844177226354,0.8076928714874155,0.8213132243120406,0.8006439649844039,0.7893530456707352,0.7765129847843496,0.7271525367707817,0.7538450429633908
"Goldsboro, NC",24140,0.7856699810161081,0.78627859408133,0.7827715355805244,0.7631336405529954,0.7637652156351552,0.7545308389359836,0.7478612652402249,0.7711452166371281
"Grand Forks, ND-MN",24220,1.2403875396446105,1.2116695059625213,1.1947733941274565,1.172849775411745,1.1482621176762149,1.1295366636490825,1.0357146534062245,1.0777505306324315
"Grand Island, NE",24260,1.22350508357746,1.2029602537360344,1.1822907932248867,1.180513218422657,1.1723394254430834,1.3105874295675994,1.2788243570702729,1.309591106086301
"Grand Junction, CO",24300,0.9781944161402079,0.9588294808934548,0.9456373473109875,0.9562676947171858,0.9685338094175406,0.9556945300801549,0.9080606836044599,0.9671264401299212
"Grand Rapids-Kentwood, MI",24340,1.2766436909993193,1.3109029230480747,1.32617016080871,1.3286633418357634,1.3362530757367053,1.3414662811743412,1.2124504873484439,1.2682181638017644
"Grants Pass, OR",24420,0.6469768298135339,0.6580154672958448,0.6819250666248629,0.6884549433112379,0.6962443461909844,0.6987714739789612,0.6699997462122174,0.7021575386186646
"Great Falls, MT",24500,0.9584664536741214,0.9437941579668881,0.9380419359924326,0.9166044439867144,0.919640341214745,0.9233987194857537,0.8911700117460803,0.9253342194729174
"Greeley, CO",24540,1.018348257115446,0.9668050601329357,0.9595964384938508,0.9727644162958514,0.9895796287075894,0.9834623049250757,0.8553716091366975,0.8557887826824856
"Green Bay, WI",24580,1.2281214159014653,1.2395376361613313,1.247876143005196,1.2465780211184982,1.2582106219611162,1.2453934906147752,1.1722087420115512,1.1795028317563672
"Greensboro-High Point, NC",24660,1.0694013425437607,1.0796327672485126,1.085833561744924,1.068434148075355,1.0696946524159272,1.075015045490483,1.0332687233998747,1.053940399875662
"Greenville, NC",24780,1.0154669451151863,1.0112635621823636,1.0165706144347892,1.0083418518658742,1.010667464234086,1.0055384615384615,0.9663439372982942,0.9972367209088118
"Greenville-Anderson, SC",24860,1.069520165617108,1.0935679735439225,1.0911623792636773,1.0953303653525472,1.1068254664808699,1.0990984155886854,1.0397626935323592,1.0369462067494801
"Guayama, PR",25020,0.40896450188123673,0.42053762849760873,0.41381991890240516,0.396723463766875,0.4079476418278402,0.4177358715760578,0.4124629080118694,0.4279053296346574
"Gulfport-Biloxi, MS",25060,0.8792241735063506,0.8853826726070547,0.8687774658031409,0.8559975194897236,0.8496581646068893,0.8259556022592933,0.8199460087298261,0.8454112746489053
"Hagerstown-Martinsburg, MD-WV",25180,0.9662915072471863,0.9671931057439804,0.9662013225569435,0.9443222511042845,0.9599625380472957,0.857928087358609,0.8029161916079199,0.8159973432644638
"Hammond, LA",25220,0.8333967577441206,0.8298520943886192,0.8443055865506212,0.8356243669512372,0.8160803306899427,0.8115387957250847,0.7852524087101024,0.7884497235306164
"Hanford-Corcoran, CA",25260,0.8490818327687645,0.859649510508055,0.8587723706924808,0.8707084204400957,0.8896224999464083,0.8880275991311385,0.8365432836457922,0.8639678364449007
"Harrisburg-Carlisle, PA",25420,1.3494995962512542,1.3667370472632776,1.3792657390713807,1.3679384208808616,1.3783439288739698,1.391154630827106,1.297424500956748,1.3427358534575253
"Harrisonburg, VA",25500,1.2224334600760456,1.2457231432298066,1.2574478882769768,1.263541260196592,1.2668045501551188,1.2910561352674723,1.2075236603175477,1.2651043573782497
"Hattiesburg, MS",25620,0.9855211583073354,1.0209356422848281,1.024061411430783,1.0425576553749818,1.0212048343274727,0.9100030658602525,0.8825045534210798,0.8977853723368187
"Hickory-Lenoir-Morganton, NC",25860,0.9020674176701627,0.9175216440213205,0.9360422293150013,0.9354030924827385,0.9374489035844703,0.9307583154958031,0.9044855964593435,0.9313493651544367
"Hilton Head Island-Bluffton, SC",25940,0.7018783601829658,0.7111854343210386,0.7185306743062703,0.7105954700656072,0.7403716095963551,0.7350519217100359,0.7050132837980863,0.7190898991551771
"Hinesville, GA",25980,0.5832025814855384,0.5587072374075984,0.5597545036085696,0.5489750662556114,0.5776371888323477,0.578114246386786,0.6054490413723511,0.6476017551823271
"Homosassa Springs, FL",26140,0.41303704466204305,0.4322877801507861,0.4248819059355104,0.41888900070443796,0.4175626343951593,0.4091369805443623,0.3981946878874306,0.40440865796685055
"Hot Springs, AR",26300,0.7437444367520523,0.7459585666514968,0.7474344017558776,0.7513192223944132,0.768250857422832,0.7821842347728921,0.7363030244468065,0.7469654528478058
"Houma-Thibodaux, LA",26380,1.2143874643874644,1.0970493966817496,1.0074653062179681,0.9982039237358387,0.9950533595932762,0.995575221238938,0.9193528299536927,0.8880595337125385
