msa_name,msa_code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Longview, WA",31020,610.0,564.0,652.0,632.0,636.0,682.0,650.0,719.0,707.0,808.0,829.5,851.0
"Los Angeles-Long Beach-Anaheim, CA",31080,,,,1172.0,1208.0,1245.0,1305.0,1378.0,1460.0,1556.0,1616.5,1677.0
"Louisville/Jefferson County, KY-IN",31140,551.0,554.0,579.0,603.0,602.0,627.0,645.0,668.0,683.0,729.0,755.0,781.0
"Lubbock, TX",31180,616.0,596.0,625.0,658.0,640.0,680.0,720.0,689.0,731.0,772.0,796.5,821.0
"Lynchburg, VA",31340,499.0,557.0,538.0,561.0,607.0,592.0,587.0,615.0,620.0,677.0,686.5,696.0
"Macon-Bibb County, GA",31420,518.0,496.0,525.0,548.0,556.0,551.0,566.0,597.0,624.0,631.0,668.0,705.0
"Madera, CA",31460,788.0,671.0,780.0,826.0,786.0,800.0,819.0,819.0,792.0,832.0,852.5,873.0
"Madison, WI",31540,739.0,771.0,764.0,779.0,798.0,842.0,865.0,900.0,941.0,981.0,1013.0,1045.0
"Manchester-Nashua, NH",31700,882.0,880.0,919.0,938.0,961.0,971.0,1001.0,1007.0,1010.0,1125.0,1179.5,1234.0
"Manhattan, KS",31740,680.0,677.0,705.0,780.0,711.0,797.0,795.0,761.0,692.0,806.0,785.0,764.0
"Mankato, MN",31860,666.0,565.0,643.0,630.0,689.0,687.0,751.0,782.0,766.0,761.0,786.0,811.0
"Mansfield, OH",31900,444.0,462.0,480.0,441.0,465.0,492.0,510.0,468.0,485.0,525.0,547.5,570.0
"Mayagüez, PR",32420,270.0,337.0,290.0,301.0,305.0,289.0,328.0,375.0,316.0,294.0,304.0,314.0
"McAllen-Edinburg-Mission, TX",32580,456.0,470.0,481.0,500.0,517.0,540.0,541.0,561.0,557.0,604.0,638.0,672.0
"Medford, OR",32780,689.0,740.0,705.0,774.0,774.0,743.0,805.0,835.0,861.0,914.0,980.5,1047.0
"Memphis, TN-MS-AR",32820,593.0,607.0,621.0,637.0,641.0,650.0,671.0,691.0,689.0,730.0,755.5,781.0
"Merced, CA",32900,687.0,712.0,711.0,730.0,726.0,743.0,761.0,825.0,848.0,893.0,931.5,970.0
"Miami-Fort Lauderdale-Pompano Beach, FL",33100,940.0,948.0,964.0,988.0,1011.0,1077.0,1122.0,1180.0,1224.0,1311.0,1350.5,1390.0
"Michigan City-La Porte, IN",33140,551.0,557.0,548.0,574.0,588.0,568.0,613.0,593.0,624.0,610.0,687.0,764.0
"Midland, MI",33220,593.0,556.0,620.0,561.0,598.0,633.0,655.0,654.0,589.0,672.0,706.5,741.0
"Midland, TX",33260,660.0,734.0,779.0,919.0,1075.0,1061.0,925.0,953.0,1128.0,1209.0,1053.5,898.0
"Milwaukee-Waukesha, WI",33340,651.0,664.0,671.0,686.0,706.0,718.0,737.0,745.0,766.0,793.0,819.5,846.0
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,778.0,785.0,820.0,837.0,857.0,898.0,926.0,966.0,987.0,1052.0,1103.5,1155.0
"Missoula, MT",33540,657.0,645.0,666.0,711.0,679.0,699.0,753.0,733.0,776.0,828.0,870.0,912.0
"Mobile, AL",33660,506.0,553.0,567.0,586.0,611.0,612.0,605.0,633.0,633.0,638.0,668.0,698.0
"Modesto, CA",33700,813.0,802.0,806.0,797.0,803.0,863.0,867.0,944.0,983.0,1046.0,1091.0,1136.0
"Monroe, LA",33740,475.0,496.0,442.0,493.0,478.0,505.0,517.0,587.0,573.0,555.0,566.5,578.0
"Monroe, MI",33780,605.0,621.0,633.0,609.0,632.0,612.0,703.0,669.0,707.0,686.0,727.5,769.0
"Montgomery, AL",33860,571.0,538.0,586.0,587.0,615.0,632.0,637.0,637.0,663.0,689.0,697.5,706.0
"Morgantown, WV",34060,584.0,573.0,555.0,596.0,646.0,745.0,641.0,675.0,693.0,665.0,689.0,713.0
"Morristown, TN",34100,437.0,458.0,466.0,476.0,482.0,483.0,508.0,495.0,525.0,561.0,578.0,595.0
"Mount Vernon-Anacortes, WA",34580,802.0,794.0,794.0,846.0,826.0,835.0,881.0,949.0,993.0,957.0,1011.5,1066.0
"Muncie, IN",34620,505.0,539.0,517.0,550.0,533.0,540.0,523.0,543.0,611.0,579.0,587.0,595.0
"Muskegon, MI",34740,507.0,500.0,522.0,524.0,537.0,543.0,570.0,592.0,607.0,625.0,673.5,722.0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,644.0,662.0,681.0,660.0,668.0,732.0,730.0,764.0,799.0,868.0,884.5,901.0
"Napa, CA",34900,1113.0,1223.0,1214.0,1197.0,1365.0,1388.0,1374.0,1648.0,1587.0,1701.0,1711.0,1721.0
"Naples-Marco Island, FL",34940,831.0,798.0,903.0,885.0,931.0,1028.0,1128.0,1152.0,1137.0,1246.0,1325.5,1405.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,640.0,649.0,688.0,698.0,722.0,773.0,829.0,878.0,925.0,988.0,1052.0,1116.0
"New Bern, NC",35100,554.0,621.0,646.0,666.0,613.0,671.0,597.0,617.0,721.0,755.0,762.0,769.0
"New Haven-Milford, CT",35300,838.0,845.0,871.0,865.0,880.0,898.0,924.0,948.0,968.0,972.0,1012.5,1053.0
"New Orleans-Metairie, LA",35380,734.0,734.0,748.0,762.0,756.0,778.0,788.0,829.0,827.0,849.0,877.5,906.0
"New York-Newark-Jersey City, NY-NJ-PA",35620,1035.0,1071.0,1098.0,1122.0,1158.0,1183.0,1223.0,1250.0,1311.0,1372.0,1424.0,1476.0
"Niles, MI",35660,495.0,516.0,535.0,529.0,538.0,586.0,575.0,601.0,580.0,626.0,645.5,665.0
"North Port-Sarasota-Bradenton, FL",35840,777.0,783.0,819.0,841.0,861.0,924.0,954.0,1027.0,1123.0,1157.0,1193.0,1229.0
"Norwich-New London, CT",35980,825.0,823.0,846.0,881.0,863.0,883.0,904.0,908.0,942.0,980.0,1005.0,1030.0
"Ocala, FL",36100,639.0,602.0,607.0,623.0,629.0,618.0,682.0,692.0,713.0,804.0,832.0,860.0
"Ocean City, NJ",36140,837.0,865.0,865.0,829.0,938.0,920.0,913.0,930.0,949.0,1041.0,957.5,874.0
"Odessa, TX",36220,509.0,581.0,630.0,768.0,887.0,867.0,739.0,777.0,886.0,984.0,957.5,931.0
"Ogden-Clearfield, UT",36260,686.0,692.0,698.0,722.0,746.0,766.0,774.0,807.0,871.0,954.0,982.0,1010.0
"Oklahoma City, OK",36420,543.0,553.0,584.0,600.0,619.0,645.0,647.0,683.0,699.0,719.0,742.5,766.0
"Olympia-Lacey-Tumwater, WA",36500,836.0,846.0,846.0,870.0,936.0,910.0,992.0,1079.0,1114.0,1146.0,1240.0,1334.0
"Omaha-Council Bluffs, NE-IA",36540,625.0,627.0,657.0,652.0,685.0,699.0,729.0,742.0,770.0,803.0,831.5,860.0
"Orlando-Kissimmee-Sanford, FL",36740,802.0,809.0,817.0,837.0,872.0,896.0,948.0,996.0,1070.0,1151.0,1209.0,1267.0
"Oshkosh-Neenah, WI",36780,530.0,555.0,546.0,548.0,577.0,612.0,613.0,620.0,636.0,666.0,680.5,695.0
"Owensboro, KY",36980,404.0,454.0,453.0,472.0,481.0,456.0,508.0,580.0,551.0,592.0,578.0,564.0
"Oxnard-Thousand Oaks-Ventura, CA",37100,1294.0,1303.0,1356.0,1432.0,1422.0,1465.0,1553.0,1643.0,1657.0,1759.0,1834.5,1910.0
"Palm Bay-Melbourne-Titusville, FL",37340,735.0,727.0,734.0,744.0,781.0,830.0,826.0,877.0,905.0,985.0,1030.5,1076.0
"Panama City, FL",37460,738.0,713.0,730.0,720.0,725.0,805.0,775.0,827.0,869.0,1007.0,1039.5,1072.0
"Parkersburg-Vienna, WV",37620,420.0,429.0,424.0,461.0,457.0,502.0,527.0,544.0,572.0,556.0,559.0,562.0
"Pensacola-Ferry Pass-Brent, FL",37860,632.0,711.0,725.0,722.0,734.0,714.0,744.0,768.0,776.0,835.0,864.0,893.0
"Peoria, IL",37900,516.0,522.0,533.0,568.0,582.0,603.0,595.0,581.0,625.0,597.0,618.5,640.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,796.0,807.0,824.0,848.0,870.0,888.0,919.0,928.0,971.0,1002.0,1053.5,1105.0
"Phoenix-Mesa-Chandler, AZ",38060,742.0,754.0,781.0,783.0,810.0,836.0,876.0,919.0,955.0,1023.0,1122.0,1221.0
"Pine Bluff, AR",38220,424.0,411.0,458.0,451.0,426.0,483.0,496.0,468.0,521.0,561.0,581.5,602.0
"Pittsburgh, PA",38300,523.0,542.0,565.0,572.0,593.0,615.0,631.0,652.0,678.0,700.0,721.0,742.0
"Pittsfield, MA",38340,618.0,616.0,651.0,641.0,626.0,698.0,718.0,721.0,737.0,741.0,767.5,794.0
"Pocatello, ID",38540,496.0,484.0,497.0,513.0,510.0,548.0,551.0,567.0,583.0,571.0,614.5,658.0
"Ponce, PR",38660,280.0,269.0,305.0,292.0,313.0,259.0,311.0,289.0,324.0,303.0,336.5,370.0
"Portland-South Portland, ME",38860,754.0,805.0,811.0,816.0,814.0,865.0,885.0,912.0,967.0,998.0,1052.5,1107.0
"Portland-Vancouver-Hillsboro, OR-WA",38900,759.0,786.0,813.0,851.0,884.0,936.0,1031.0,1118.0,1188.0,1238.0,1284.0,1330.0
"Port St. Lucie, FL",38940,760.0,755.0,774.0,813.0,871.0,858.0,958.0,994.0,1104.0,1065.0,1107.0,1149.0
"Poughkeepsie-Newburgh-Middletown, NY",39100,912.0,949.0,943.0,,,,,,,1144.0,1182.0,1220.0
"Prescott Valley-Prescott, AZ",39150,,,,,,,,,,863.0,902.0,941.0
"Providence-Warwick, RI-MA",39300,716.0,730.0,739.0,753.0,759.0,777.0,796.0,803.0,823.0,867.0,906.0,945.0
"Provo-Orem, UT",39340,707.0,727.0,749.0,773.0,764.0,828.0,830.0,870.0,934.0,1011.0,1073.0,1135.0
"Pueblo, CO",39380,548.0,565.0,599.0,598.0,592.0,605.0,661.0,646.0,642.0,697.0,743.0,789.0
"Punta Gorda, FL",39460,740.0,721.0,718.0,755.0,733.0,789.0,837.0,840.0,883.0,900.0,969.5,1039.0
"Racine, WI",39540,599.0,616.0,614.0,645.0,643.0,672.0,676.0,691.0,713.0,715.0,738.5,762.0
"Raleigh-Cary, NC",39580,695.0,693.0,741.0,777.0,791.0,830.0,878.0,918.0,968.0,1003.0,1067.5,1132.0
"Rapid City, SD",39660,611.0,601.0,684.0,655.0,668.0,708.0,643.0,696.0,701.0,726.0,807.0,888.0
"Reading, PA",39740,628.0,641.0,659.0,653.0,689.0,682.0,738.0,717.0,736.0,781.0,814.5,848.0
"Redding, CA",39820,736.0,728.0,754.0,713.0,738.0,762.0,788.0,805.0,823.0,868.0,871.0,874.0
"Reno, NV",39900,754.0,751.0,764.0,745.0,771.0,797.0,850.0,876.0,993.0,1095.0,1163.5,1232.0
"Richmond, VA",40060,754.0,780.0,786.0,803.0,848.0,863.0,868.0,896.0,931.0,978.0,1009.0,1040.0
"Riverside-San Bernardino-Ontario, CA",40140,952.0,947.0,959.0,985.0,1007.0,1021.0,1086.0,1116.0,1166.0,1251.0,1311.0,1371.0
"Roanoke, VA",40220,563.0,543.0,595.0,587.0,643.0,637.0,624.0,646.0,713.0,694.0,707.5,721.0
"Rochester, MN",40340,652.0,674.0,671.0,664.0,730.0,715.0,735.0,791.0,797.0,846.0,877.5,909.0
"Rochester, NY",40380,636.0,647.0,666.0,681.0,686.0,709.0,725.0,764.0,778.0,789.0,824.0,859.0
"Rockford, IL",40420,561.0,592.0,572.0,608.0,605.0,602.0,616.0,645.0,647.0,681.0,708.5,736.0
"Rocky Mount, NC",40580,451.0,460.0,455.0,455.0,464.0,473.0,469.0,526.0,497.0,518.0,539.5,561.0
"Rome, GA",40660,472.0,477.0,503.0,459.0,476.0,501.0,550.0,544.0,536.0,564.0,602.0,640.0
"Sacramento-Roseville-Folsom, CA",40900,889.0,888.0,899.0,928.0,938.0,977.0,1022.0,1106.0,1182.0,1247.0,1320.0,1393.0
"Saginaw, MI",40980,517.0,530.0,521.0,537.0,550.0,551.0,552.0,573.0,576.0,569.0,593.0,617.0
"St. Cloud, MN",41060,607.0,646.0,627.0,627.0,642.0,658.0,711.0,699.0,732.0,762.0,770.0,778.0
"St. George, UT",41100,741.0,761.0,776.0,787.0,773.0,814.0,836.0,879.0,886.0,879.0,986.5,1094.0
"St. Joseph, MO-KS",41140,446.0,484.0,498.0,530.0,491.0,552.0,531.0,584.0,538.0,553.0,591.5,630.0
"St. Louis, MO-IL",41180,586.0,602.0,610.0,646.0,638.0,660.0,683.0,695.0,700.0,716.0,746.0,776.0
"Salem, OR",41420,655.0,653.0,655.0,632.0,680.0,708.0,786.0,824.0,885.0,940.0,972.0,1004.0
"Salinas, CA",41500,1075.0,1061.0,1094.0,1139.0,1137.0,1201.0,1218.0,1355.0,1403.0,1523.0,1598.5,1674.0
"Salisbury, MD-DE",41540,680.0,696.0,708.0,734.0,770.0,778.0,736.0,741.0,824.0,809.0,847.0,885.0
"Salt Lake City, UT",41620,733.0,763.0,794.0,825.0,818.0,854.0,907.0,951.0,1019.0,1085.0,1143.0,1201.0
"San Angelo, TX",41660,524.0,567.0,548.0,630.0,637.0,687.0,688.0,696.0,733.0,797.0,796.0,795.0
"San Antonio-New Braunfels, TX",41700,650.0,671.0,682.0,716.0,743.0,775.0,802.0,817.0,854.0,896.0,944.0,992.0
"San Diego-Chula Vista-Carlsbad, CA",41740,1178.0,1170.0,1195.0,1214.0,1295.0,1348.0,1415.0,1506.0,1578.0,1662.0,1733.5,1805.0
"San Francisco-Oakland-Berkeley, CA",41860,1231.0,1261.0,1320.0,1355.0,1445.0,1547.0,1677.0,1764.0,1859.0,1941.0,1985.5,2030.0
"San Germán, PR",41900,338.0,294.0,313.0,292.0,313.0,311.0,326.0,339.0,346.0,304.0,334.5,365.0
"San Jose-Sunnyvale-Santa Clara, CA",41940,1336.0,1385.0,1473.0,1563.0,1706.0,1820.0,1964.0,2115.0,2201.0,2276.0,2307.5,2339.0
"San Juan-Bayamón-Caguas, PR",41980,373.0,391.0,383.0,394.0,403.0,377.0,416.0,412.0,419.0,432.0,438.0,444.0
"San Luis Obispo-Paso Robles, CA",42020,1034.0,1125.0,1087.0,1078.0,1136.0,1169.0,1218.0,1312.0,1291.0,1533.0,1566.5,1600.0
"Santa Cruz-Watsonville, CA",42100,1194.0,1264.0,1378.0,1244.0,1370.0,1386.0,1489.0,1580.0,1610.0,1694.0,1779.5,1865.0
"Santa Fe, NM",42140,735.0,809.0,775.0,815.0,824.0,850.0,878.0,884.0,928.0,891.0,933.0,975.0
"Santa Maria-Santa Barbara, CA",42200,,,,1237.0,1307.0,1340.0,1457.0,1511.0,1562.0,1558.0,1655.0,1752.0
"Santa Rosa-Petaluma, CA",42220,1121.0,1108.0,1145.0,1172.0,1250.0,1270.0,1420.0,1453.0,1528.0,1648.0,1710.5,1773.0
"Savannah, GA",42340,701.0,738.0,728.0,748.0,752.0,793.0,836.0,852.0,873.0,894.0,939.5,985.0
"Scranton--Wilkes-Barre, PA",42540,485.0,512.0,522.0,546.0,566.0,593.0,579.0,613.0,629.0,637.0,667.5,698.0
"Seattle-Tacoma-Bellevue, WA",42660,903.0,913.0,945.0,996.0,1046.0,1126.0,1198.0,1304.0,1428.0,1481.0,1542.0,1603.0
"Sebastian-Vero Beach, FL",42680,770.0,635.0,659.0,736.0,755.0,765.0,782.0,777.0,824.0,877.0,931.0,985.0
"Sebring-Avon Park, FL",42700,567.0,558.0,629.0,535.0,499.0,590.0,604.0,630.0,642.0,644.0,679.0,714.0
"Sheboygan, WI",43100,513.0,519.0,517.0,540.0,558.0,546.0,569.0,600.0,611.0,644.0,652.5,661.0
"Sherman-Denison, TX",43300,579.0,581.0,596.0,587.0,619.0,624.0,665.0,715.0,735.0,743.0,792.0,841.0
"Shreveport-Bossier City, LA",43340,522.0,593.0,564.0,573.0,628.0,602.0,610.0,611.0,644.0,664.0,687.0,710.0
"Sierra Vista-Douglas, AZ",43420,583.0,610.0,605.0,636.0,660.0,606.0,642.0,642.0,635.0,628.0,657.0,686.0
"Sioux City, IA-NE-SD",43580,467.0,509.0,556.0,516.0,520.0,542.0,577.0,614.0,652.0,680.0,699.5,719.0
"Sioux Falls, SD",43620,593.0,601.0,634.0,608.0,632.0,676.0,709.0,717.0,725.0,765.0,780.0,795.0
"South Bend-Mishawaka, IN-MI",43780,566.0,590.0,570.0,576.0,571.0,589.0,604.0,628.0,669.0,684.0,698.5,713.0
"Spartanburg, SC",43900,489.0,516.0,535.0,522.0,532.0,530.0,544.0,611.0,590.0,664.0,696.0,728.0
"Spokane-Spokane Valley, WA",44060,611.0,630.0,652.0,654.0,690.0,683.0,730.0,727.0,779.0,819.0,874.0,929.0
"Springfield, IL",44100,528.0,546.0,554.0,586.0,576.0,602.0,622.0,620.0,658.0,640.0,654.0,668.0
"Springfield, MA",44140,685.0,680.0,696.0,735.0,759.0,783.0,768.0,798.0,802.0,830.0,869.5,909.0
"Springfield, MO",44180,509.0,516.0,528.0,531.0,540.0,554.0,565.0,573.0,596.0,604.0,628.0,652.0
"Springfield, OH",44220,490.0,495.0,502.0,491.0,520.0,537.0,566.0,524.0,562.0,562.0,566.0,570.0
"State College, PA",44300,760.0,751.0,815.0,800.0,811.0,855.0,907.0,858.0,828.0,934.0,920.0,906.0
"Staunton, VA",44420,529.0,573.0,651.0,604.0,669.0,649.0,653.0,701.0,707.0,701.0,710.0,719.0
"Stockton, CA",44700,848.0,834.0,845.0,849.0,864.0,880.0,900.0,967.0,1034.0,1082.0,1164.5,1247.0
"Sumter, SC",44940,491.0,520.0,499.0,565.0,509.0,543.0,492.0,568.0,569.0,554.0,572.5,591.0
"Syracuse, NY",45060,593.0,607.0,620.0,626.0,645.0,685.0,683.0,717.0,731.0,756.0,779.5,803.0
"Tallahassee, FL",45220,682.0,700.0,697.0,678.0,723.0,730.0,759.0,795.0,750.0,785.0,848.5,912.0
"Tampa-St. Petersburg-Clearwater, FL",45300,752.0,755.0,763.0,795.0,817.0,839.0,879.0,918.0,975.0,1000.0,1073.0,1146.0
"Terre Haute, IN",45460,488.0,506.0,472.0,491.0,498.0,496.0,507.0,565.0,525.0,520.0,548.5,577.0
"Texarkana, TX-AR",45500,517.0,482.0,516.0,508.0,555.0,523.0,524.0,536.0,599.0,582.0,602.0,622.0
"The Villages, FL",45540,508.0,657.0,623.0,704.0,603.0,653.0,774.0,640.0,755.0,1092.0,1000.5,909.0
"Toledo, OH",45780,515.0,525.0,517.0,534.0,533.0,553.0,566.0,580.0,593.0,609.0,628.5,648.0
"Topeka, KS",45820,496.0,506.0,529.0,520.0,571.0,572.0,568.0,595.0,627.0,628.0,627.5,627.0
"Trenton-Princeton, NJ",45940,908.0,929.0,926.0,967.0,992.0,997.0,1009.0,1110.0,1136.0,1082.0,1135.0,1188.0
"Tucson, AZ",46060,648.0,648.0,657.0,682.0,687.0,689.0,716.0,748.0,758.0,772.0,819.5,867.0
"Tulsa, OK",46140,541.0,548.0,571.0,587.0,611.0,632.0,642.0,663.0,676.0,695.0,720.5,746.0
"Tuscaloosa, AL",46220,551.0,547.0,514.0,545.0,606.0,566.0,618.0,639.0,636.0,665.0,676.5,688.0
"Twin Falls, ID",46300,552.0,560.0,550.0,600.0,564.0,629.0,670.0,648.0,628.0,650.0,664.5,679.0
"Tyler, TX",46340,633.0,634.0,640.0,680.0,668.0,711.0,725.0,724.0,785.0,823.0,831.0,839.0
"Urban Honolulu, HI",46520,,,,1389.0,1447.0,1495.0,1489.0,1592.0,1593.0,1647.0,1709.0,1771.0
"Utica-Rome, NY",46540,511.0,522.0,515.0,529.0,549.0,585.0,574.0,589.0,616.0,614.0,644.0,674.0
"Valdosta, GA",46660,563.0,544.0,586.0,544.0,518.0,551.0,561.0,615.0,562.0,637.0,643.0,649.0
"Vallejo, CA",46700,1096.0,1096.0,1115.0,1145.0,1161.0,1201.0,1297.0,1402.0,1509.0,1585.0,1635.0,1685.0
"Victoria, TX",47020,500.0,600.0,580.0,645.0,654.0,650.0,697.0,736.0,733.0,780.0,802.0,824.0
"Vineland-Bridgeton, NJ",47220,729.0,730.0,782.0,765.0,794.0,798.0,814.0,824.0,848.0,926.0,926.0,926.0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,854.0,872.0,875.0,878.0,880.0,921.0,940.0,950.0,970.0,1001.0,1032.5,1064.0
"Visalia, CA",47300,665.0,641.0,689.0,669.0,682.0,718.0,712.0,739.0,740.0,837.0,841.0,845.0
"Waco, TX",47380,555.0,561.0,586.0,570.0,603.0,650.0,650.0,680.0,687.0,720.0,781.5,843.0
"Walla Walla, WA",47460,,,,547.0,641.0,682.0,719.0,822.0,711.0,763.0,774.5,786.0
"Warner Robins, GA",47580,606.0,583.0,706.0,663.0,622.0,665.0,605.0,685.0,694.0,713.0,769.0,825.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,1222.0,1273.0,1310.0,1369.0,1398.0,1422.0,1444.0,1501.0,1540.0,1590.0,1623.5,1657.0
"Waterloo-Cedar Falls, IA",47940,520.0,519.0,532.0,557.0,576.0,594.0,609.0,618.0,627.0,674.0,677.5,681.0
"Watertown-Fort Drum, NY",48060,664.0,728.0,726.0,770.0,784.0,767.0,814.0,855.0,824.0,880.0,884.5,889.0
"Wausau-Weston, WI",48140,519.0,559.0,579.0,570.0,571.0,594.0,612.0,627.0,641.0,638.0,640.0,642.0
"Weirton-Steubenville, WV-OH",48260,,,,439.0,418.0,413.0,451.0,462.0,436.0,494.0,500.0,506.0
"Wenatchee, WA",48300,654.0,669.0,683.0,712.0,707.0,730.0,758.0,786.0,867.0,897.0,947.5,998.0
"Wheeling, WV-OH",48540,397.0,392.0,394.0,393.0,461.0,463.0,463.0,483.0,505.0,497.0,516.0,535.0
"Wichita, KS",48620,494.0,510.0,530.0,542.0,558.0,574.0,588.0,601.0,601.0,644.0,660.0,676.0
"Wichita Falls, TX",48660,520.0,527.0,570.0,578.0,573.0,581.0,601.0,615.0,615.0,616.0,661.0,706.0
"Williamsport, PA",48700,478.0,531.0,541.0,552.0,591.0,598.0,636.0,622.0,615.0,616.0,644.5,673.0
"Wilmington, NC",48900,682.0,688.0,719.0,744.0,741.0,785.0,788.0,799.0,893.0,951.0,992.0,1033.0
"Winchester, VA-WV",49020,664.0,718.0,685.0,758.0,720.0,772.0,847.0,798.0,833.0,926.0,993.5,1061.0
"Winston-Salem, NC",49180,539.0,531.0,540.0,532.0,537.0,546.0,564.0,591.0,587.0,631.0,657.0,683.0
"Worcester, MA-CT",49340,750.0,755.0,780.0,795.0,794.0,834.0,830.0,857.0,905.0,918.0,965.0,1012.0
"Yakima, WA",49420,583.0,591.0,595.0,630.0,631.0,626.0,627.0,625.0,660.0,695.0,732.5,770.0
"Yauco, PR",49500,276.0,256.0,283.0,,,,,,,286.0,264.0,242.0
"York-Hanover, PA",49620,638.0,628.0,645.0,676.0,698.0,714.0,728.0,770.0,739.0,762.0,807.5,853.0
"Youngstown-Warren-Boardman, OH-PA",49660,462.0,464.0,485.0,492.0,501.0,510.0,517.0,537.0,538.0,548.0,552.5,557.0
"Yuba City, CA",49700,712.0,680.0,753.0,806.0,776.0,764.0,786.0,858.0,818.0,913.0,931.5,950.0
"Yuma, AZ",49740,630.0,668.0,714.0,675.0,698.0,616.0,616.0,682.0,692.0,665.0,717.5,770.0
