msa_name,msa_code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Elmira, NY",21300,38361.0,38371.0,38335.0,38264.0,38380.0,38343.0,38323.0,38840.0,38924.0,39081.0,39138.5,39196.0
"El Paso, TX",21340,270989.0,274827.0,278742.0,283516.0,288141.0,290930.0,294998.0,297751.0,300964.0,302722.0,312532.5,322343.0
"Enid, OK",21420,,,,,,,26885.0,26776.0,26802.0,26769.0,27287.0,27805.0
"Erie, PA",21500,119194.0,119401.0,119404.0,119251.0,119824.0,120096.0,120077.0,121422.0,121615.0,121861.0,120904.5,119948.0
"Eugene-Springfield, OR",21660,156175.0,157072.0,156535.0,156436.0,157908.0,159311.0,159704.0,162602.0,163490.0,164846.0,166339.0,167832.0
"Evansville, IN-KY",21780,159372.0,159617.0,159976.0,139284.0,140124.0,140556.0,141021.0,142392.0,143082.0,143393.0,142894.5,142396.0
"Fairbanks, AK",21820,41780.0,42740.0,41694.0,41606.0,41690.0,41627.0,41565.0,44302.0,44307.0,44316.0,43494.5,42673.0
"Fargo, ND-MN",22020,91883.0,93650.0,94985.0,96933.0,100080.0,103691.0,106236.0,108958.0,110709.0,112592.0,113505.5,114419.0
"Farmington, NM",22140,49380.0,49974.0,49589.0,49245.0,49613.0,49659.0,49665.0,51105.0,51273.0,51481.0,49730.5,47980.0
"Fayetteville, NC",22180,154309.0,156027.0,159794.0,161753.0,163907.0,164590.0,165658.0,167563.0,168287.0,221723.0,219550.5,217378.0
"Fayetteville-Springdale-Rogers, AR",22220,199392.0,201114.0,199935.0,201512.0,205553.0,209035.0,210872.0,216921.0,221914.0,216377.0,222461.0,228545.0
"Flagstaff, AZ",22380,63404.0,64024.0,63818.0,64664.0,64215.0,64437.0,65278.0,66057.0,66838.0,67491.0,68773.0,70055.0
"Flint, MI",22420,192097.0,191114.0,191196.0,190491.0,190905.0,190896.0,190976.0,192359.0,192614.0,192921.0,188244.5,183568.0
"Florence, SC",22500,88988.0,89491.0,89237.0,88711.0,89302.0,89429.0,89644.0,91020.0,91984.0,92831.0,91956.0,91081.0
"Florence-Muscle Shoals, AL",22520,69585.0,69762.0,69887.0,70023.0,70551.0,70686.0,70988.0,71416.0,72198.0,72483.0,72544.0,72605.0
"Fond du Lac, WI",22540,43919.0,44107.0,44149.0,44191.0,44488.0,44625.0,44718.0,45232.0,45361.0,45554.0,45733.0,45912.0
"Fort Collins, CO",22660,132776.0,133263.0,134704.0,136079.0,138540.0,140887.0,143273.0,148552.0,151840.0,154407.0,158232.5,162058.0
"Fort Smith, AR-OK",22900,129073.0,130857.0,130172.0,122109.0,123026.0,123523.0,123902.0,125026.0,125732.0,111754.0,110397.0,109040.0
"Fort Wayne, IN",23060,178575.0,178280.0,179016.0,179526.0,180658.0,181528.0,182514.0,184602.0,186072.0,175751.0,177536.0,179321.0
"Fresno, CA",23420,315965.0,318099.0,318451.0,320796.0,324158.0,326015.0,327812.0,330958.0,333809.0,336479.0,339105.5,341732.0
"Gadsden, AL",23460,47470.0,47353.0,47484.0,47302.0,47502.0,47509.0,47541.0,47751.0,47847.0,47855.0,47637.5,47420.0
"Gainesville, FL",23540,120595.0,120748.0,120580.0,120095.0,121217.0,121741.0,123183.0,124569.0,126992.0,149591.0,152732.0,155873.0
"Gainesville, GA",23580,68852.0,69429.0,68919.0,68786.0,69491.0,70098.0,70956.0,73090.0,74431.0,76167.0,77593.0,79019.0
"Gettysburg, PA",23900,40848.0,41019.0,41103.0,41053.0,41290.0,41454.0,41612.0,42344.0,42572.0,42760.0,43014.0,43268.0
"Glens Falls, NY",24020,67593.0,67884.0,67784.0,67704.0,68026.0,68219.0,68427.0,69569.0,69804.0,69928.0,69586.5,69245.0
"Goldsboro, NC",24140,52980.0,53244.0,53080.0,52786.0,53203.0,53289.0,53400.0,54250.0,54467.0,54736.0,53887.0,53038.0
"Grand Forks, ND-MN",24220,44389.0,43782.0,44518.0,44872.0,46034.0,46960.0,47373.0,48088.0,48421.0,48604.0,48565.5,48527.0
"Grand Island, NE",24260,30135.0,30153.0,30392.0,34755.0,34818.0,34997.0,35778.0,36086.0,36167.0,32123.0,31982.5,31842.0
"Grand Junction, CO",24300,62707.0,63178.0,63161.0,63202.0,63791.0,64245.0,65247.0,66404.0,67215.0,68118.0,68387.5,68657.0
"Grand Rapids-Kentwood, MI",24340,323734.0,324114.0,323761.0,405671.0,408258.0,410633.0,413597.0,420272.0,424695.0,425430.0,430698.0,435966.0
"Grants Pass, OR",24420,38006.0,38077.0,38030.0,37838.0,38023.0,38145.0,38274.0,39073.0,39354.0,39641.0,39403.0,39165.0
"Great Falls, MT",24500,37309.0,37477.0,37443.0,37365.0,37560.0,37932.0,38058.0,38839.0,39037.0,39203.0,39162.0,39121.0
"Greeley, CO",24540,96406.0,97039.0,97525.0,98242.0,100064.0,102606.0,105461.0,109893.0,112472.0,115917.0,120415.5,124914.0
"Green Bay, WI",24580,137350.0,137977.0,138702.0,139081.0,140377.0,141101.0,141841.0,143192.0,144173.0,145175.0,146305.0,147435.0
"Greensboro-High Point, NC",24660,323095.0,324725.0,325407.0,325663.0,328034.0,329927.0,332003.0,334789.0,337386.0,338972.0,339989.0,341006.0
"Greenville, NC",24780,82814.0,83127.0,83561.0,75943.0,76615.0,77329.0,77909.0,79239.0,80244.0,81250.0,81337.5,81425.0
"Greenville-Anderson, SC",24860,277635.0,278593.0,279296.0,364504.0,369044.0,372542.0,377579.0,384998.0,389673.0,395415.0,404034.5,412654.0
"Guayama, PR",25020,38591.0,35440.0,36511.0,36661.0,36678.0,36382.0,36006.0,35037.0,34073.0,33514.0,33700.0,33886.0
"Gulfport-Biloxi, MS",25060,115635.0,117650.0,118776.0,172219.0,174472.0,176195.0,177721.0,180608.0,182544.0,190325.0,188549.0,186773.0
"Hagerstown-Martinsburg, MD-WV",25180,115201.0,116282.0,116023.0,106397.0,107421.0,108148.0,108880.0,110026.0,111046.0,122621.0,124546.0,126471.0
"Hammond, LA",25220,50280.0,50797.0,51327.0,51598.0,52556.0,53142.0,53772.0,55288.0,56367.0,57545.0,58070.5,58596.0
"Hanford-Corcoran, CA",25260,43900.0,44175.0,44193.0,44522.0,44872.0,45251.0,45763.0,46399.0,46649.0,46958.0,46859.5,46761.0
"Harrisburg-Carlisle, PA",25420,241035.0,242867.0,242554.0,243317.0,245202.0,246280.0,247378.0,251254.0,252622.0,254393.0,255814.5,257236.0
"Harrisonburg, VA",25500,51231.0,52032.0,51711.0,52079.0,52600.0,52901.0,53203.0,53817.0,54152.0,54529.0,54574.5,54620.0
"Hartford-East Hartford-Middletown, CT",25540,507209.0,508999.0,507150.0,507003.0,508525.0,508982.0,509593.0,515810.0,517029.0,518329.0,521120.5,523912.0
"Hattiesburg, MS",25620,62107.0,62419.0,61589.0,61398.0,62505.0,61904.0,62008.0,61963.0,64042.0,71758.0,72747.5,73737.0
"Hickory-Lenoir-Morganton, NC",25860,162671.0,163141.0,162437.0,161364.0,162183.0,162285.0,162920.0,164528.0,165129.0,166316.0,165619.0,164922.0
"Hilton Head Island-Bluffton, SC",25940,103285.0,105879.0,104075.0,104259.0,104719.0,106442.0,107859.0,111878.0,112376.0,115366.0,115742.5,116119.0
"Hinesville, GA",25980,32368.0,33611.0,33877.0,33937.0,33779.0,34902.0,35194.0,36978.0,36355.0,36325.0,34685.0,33045.0
"Homosassa Springs, FL",26140,78092.0,78431.0,77913.0,77291.0,77717.0,77726.0,77904.0,79496.0,79988.0,80902.0,81869.5,82837.0
"Hot Springs, AR",26300,50558.0,50993.0,50531.0,50309.0,50555.0,50539.0,50573.0,50977.0,51025.0,51011.0,51745.0,52479.0
"Houma-Thibodaux, LA",26380,82608.0,82956.0,83200.0,83346.0,84240.0,84864.0,85462.0,86856.0,87332.0,87688.0,88323.0,88958.0
"Houston-The Woodlands-Sugar Land, TX",26420,2314949.0,2344060.0,2363507.0,2387114.0,2441230.0,2502275.0,2556349.0,2598478.0,2637669.0,2690001.0,2756985.0,2823969.0
"Huntington-Ashland, WV-KY-OH",26580,131118.0,130826.0,130981.0,164098.0,165632.0,165093.0,165522.0,165151.0,165837.0,168276.0,167132.5,165989.0
"Huntsville, AL",26620,182105.0,185397.0,185754.0,187421.0,189915.0,192463.0,194856.0,198029.0,200798.0,203043.0,210276.5,217510.0
"Idaho Falls, ID",26820,48963.0,48505.0,48900.0,50429.0,50977.0,51115.0,52267.0,53602.0,54807.0,55695.0,57101.0,58507.0
"Indianapolis-Carmel-Anderson, IN",26900,758866.0,762101.0,766175.0,827489.0,835923.0,842013.0,849503.0,860025.0,867509.0,875563.0,890596.0,905629.0
"Iowa City, IA",26980,65625.0,66159.0,66625.0,67176.0,68318.0,69367.0,71417.0,73603.0,74788.0,76079.0,76398.5,76718.0
"Ithaca, NY",27060,41687.0,41783.0,41765.0,41800.0,42087.0,42265.0,42445.0,43453.0,43883.0,44633.0,46001.0,47369.0
"Jackson, MI",27100,69449.0,69538.0,69145.0,68862.0,69070.0,69023.0,69005.0,69564.0,69696.0,69818.0,69513.5,69209.0
"Jackson, MS",27140,222795.0,223939.0,225413.0,234426.0,236776.0,239467.0,240857.0,242074.0,245769.0,253666.0,256783.5,259901.0
"Jackson, TN",27180,48315.0,49726.0,49260.0,55827.0,56098.0,56221.0,56338.0,56603.0,56960.0,79794.0,79762.0,79730.0
"Jacksonville, FL",27260,598524.0,601933.0,603371.0,609262.0,615239.0,622796.0,630241.0,644398.0,655462.0,669824.0,689733.0,709642.0
"Jacksonville, NC",27340,68687.0,70361.0,72614.0,74233.0,76061.0,76912.0,77793.0,79310.0,80259.0,81076.0,83495.0,85914.0
"Janesville-Beloit, WI",27500,68449.0,68483.0,68306.0,68146.0,68309.0,68314.0,68513.0,68955.0,69235.0,69429.0,70096.0,70763.0
"Jefferson City, MO",27620,63960.0,64598.0,64351.0,63732.0,63966.0,64148.0,64386.0,64682.0,65775.0,66306.0,65460.0,64614.0
"Johnson City, TN",27740,93932.0,94641.0,94818.0,94690.0,95846.0,95781.0,96173.0,97280.0,98498.0,98642.0,98062.5,97483.0
"Johnstown, PA",27780,65646.0,65449.0,65397.0,65116.0,65262.0,65142.0,64979.0,65968.0,66035.0,66019.0,65219.5,64420.0
"Jonesboro, AR",27860,51800.0,51960.0,52737.0,53493.0,54241.0,54902.0,55328.0,56455.0,57268.0,57979.0,58130.5,58282.0
"Joplin, MO",27900,74993.0,75348.0,75134.0,74955.0,75641.0,76045.0,76444.0,77445.0,76587.0,77117.0,77751.0,78385.0
"Kahului-Wailuku-Lahaina, HI",27980,70510.0,71213.0,70763.0,71237.0,71564.0,71839.0,72253.0,73077.0,73889.0,74569.0,73349.0,72129.0
