zipcode,trend_coef_Median Rent,average_value_Median Rent,pct_coef_Median Rent,average_pct_Median Rent,trend_coef_Median Price,average_value_Median Price,pct_coef_Median Price,average_pct_Median Price,normalized_trend_coef_Median Rent,normalized_pct_coef_Median Rent,normalized_average_pct_Median Rent,Median Rent_weight,normalized_trend_coef_Median Price,normalized_pct_coef_Median Price,normalized_average_pct_Median Price,Median Price_weight,total_weight,Median Rent,Median Price,rent_price_ratio
85040,0.4760641971531923,12.36350875100543,-3.4155947485807838e-06,0.009432627297536703,94.58377041069195,2383.4504095861785,-6.944876574231259e-06,0.009715422030927028,0.5996472538265425,0.7211649554035082,1.0,1.0,0.0013107660812145521,0.1725843004440873,0.8537020559294056,0.8537020559294056,1.8537020559294057,1758.52962962963,330722.60788110574,0.0053172344064903445
85035,0.39000262111284,9.119175232221092,-8.33307445369576e-06,0.008048510328945933,99.67177817430847,2478.8003042187843,-7.11295030537022e-06,0.010178396811354413,0.34410521373789416,0.055517962613678806,0.7203442947528856,0.7203442947528856,0.0202678766960664,0.15032903179323334,1.0,1.0,1.7203442947528855,1467.0537795537796,332732.3058576605,0.004409111329818903
85043,0.5121500132599954,14.021595475361133,-4.381186199605994e-06,0.00894563359116268,115.69916749962165,2669.539834890561,-6.49578409336183e-06,0.009477546143548806,0.7067966169973092,0.5904591702896537,0.9016047259751498,0.9016047259751498,0.0799833894120485,0.23205030826754744,0.7785343475819305,0.7785343475819305,1.6801390735570805,2066.9880952380954,377878.4713789647,0.005469981096555156
85041,0.5381841227437554,14.77769704300105,-3.897910393018507e-06,0.008700156776923294,112.82522327050832,2664.9998259942217,-7.165321672018994e-06,0.009470135273902999,0.7840995174955745,0.655877048274677,0.8520070451679961,0.8520070451679961,0.06927552865723481,0.14339434410300061,0.7761925461733181,0.7761925461733181,1.628199591341314,2218.5371148459385,377321.83125582687,0.005879694550039843
85037,0.43159482580892977,11.462122593921665,-5.391915523274776e-06,0.008057175704476737,108.82623750191811,2616.6517173727107,-6.325686022951378e-06,0.009727924532561943,0.4676046583081394,0.45364336724224835,0.7220951017730216,0.7220951017730216,0.05437594141515517,0.25457362722002913,0.857652790099502,0.857652790099502,1.5797478918725236,1825.6224747474744,363142.3915688601,0.005027290994203013
85335,0.4714999728856585,12.477237349823074,-4.787653474042804e-06,0.008209599558666103,110.15048358763094,2528.637577168242,-7.172853862437004e-06,0.009441151080932658,0.5860947344048573,0.5354383598092544,0.7528917767702293,0.7528917767702293,0.05930987247313356,0.142396978719688,0.7670336718212599,0.7670336718212599,1.5199254485914893,1960.4149831649831,359042.5860063725,0.005460118268895792
85301,0.29310510308254867,7.1479042542374005,-5.320690816518446e-06,0.007372787293221227,94.23196637615307,2369.379435762641,-7.860140908975983e-06,0.009881686676611297,0.056388086347882324,0.4632845889061373,0.5838169589889782,0.5838169589889782,0.0,0.05139074141345142,0.9062409346406392,0.9062409346406392,1.4900578936296174,1222.4380341880342,324831.4338916326,0.0037632996891423173
85051,0.4009314851406922,11.01361298489776,-2.374978486941731e-06,0.008424809149559537,98.97133646556732,2449.1550819539816,-6.514519793330003e-06,0.009049361647708113,0.3765562138011433,0.8620263573301348,0.7963740772426546,0.7963740772426546,0.017658141890468597,0.22956944446255015,0.643229976647146,0.643229976647146,1.4396040538898007,1695.5833333333333,358236.11020499055,0.004733144663621664
85323,0.47953462553888476,11.969636016684627,-5.774568260603738e-06,0.00764633610391461,119.59682893673524,2748.395661033752,-6.09121787187645e-06,0.009262396774126753,0.609951972732057,0.4018461745419148,0.6390864826708205,0.6390864826708205,0.09450545825222756,0.28562042826907125,0.7105481164842563,0.7105481164842563,1.3496345991550767,1986.6658885776533,395745.00917040586,0.005020065553681322
85029,0.3270228532120758,8.479795361941363,-3.773761153614408e-06,0.00813678078924598,102.86980701325338,2524.2039139571057,-6.255100188575306e-06,0.008927322919585064,0.15709982626829033,0.6726823169940424,0.7381790142078681,0.7381790142078681,0.03218322534841845,0.26392016041316296,0.6046662885669642,0.6046662885669642,1.3428453027748324,1345.3652186020608,372954.6707814254,0.003607315644507717
