msa_name,trend_coef_Jobs,average_value_Jobs,pct_coef_Jobs,average_pct_Jobs,trend_coef_Median Rent,average_value_Median Rent,pct_coef_Median Rent,average_pct_Median Rent,trend_coef_Median Price,average_value_Median Price,pct_coef_Median Price,average_pct_Median Price,normalized_trend_coef_Jobs,normalized_pct_coef_Jobs,normalized_average_pct_Jobs,Jobs_weight,normalized_trend_coef_Median Rent,normalized_pct_coef_Median Rent,normalized_average_pct_Median Rent,Median Rent_weight,normalized_trend_coef_Median Price,normalized_pct_coef_Median Price,normalized_average_pct_Median Price,Median Price_weight,total_weight,avg_insurance,prop_tax,Jobs,Median Rent,Median Price,rent_price_ratio
"Portland, OR",28.887317399634387,1185.4545454545455,-5.544777757029499e-07,0.0011180787394517596,0.19349449697711768,5.945596561001033,-8.631102026280488e-07,0.004092695515372106,85.87514217288397,2437.582219407853,-2.113308799862125e-06,0.005911928974095113,0.1493017288324552,0.12469263791847401,0.3529325485318332,0.8551668258961216,0.3222294687928479,0.15304270960340052,0.3606848234301266,0.5217995578265505,0.304582459735808,0.07698251254152148,0.6279497683088925,0.9325322280447005,2.309498611767373,3016.0,0.0097,1231700.0,1809.646129511547,564868.1451757918,0.003203661146351897
"Oxnard, CA",3.9634160382469665,222.72727272727272,2.4086788891848174e-07,0.0008613518615628838,0.3560525515664888,10.596739550356485,4.893650901063553e-07,0.0044526939219246475,115.35818380281727,3357.8477367128817,2.6695768652930006e-07,0.004859655355738936,0.05631948860687584,0.48745474473288486,0.29491016119856495,0.6461398110040057,0.6610163449532087,0.4430946437606688,0.40869475518171383,0.7392029276583182,0.4193994519650287,0.4123883542093183,0.4873543372741574,0.9067537892391861,2.29209652790151,2598.0,0.0076,318700.0,3019.2431142585933,898423.0705033406,0.003360602831099457
"Boston, MA",29.353154708564766,1525.4545454545455,-2.8686553220297534e-08,0.000978281379876615,0.2585026445167288,9.674183842854525,1.207829895776106e-06,0.0038440490520340598,98.02035144438699,2989.5743844186472,4.4716756261289774e-07,0.005583150883010673,0.1510396026884361,0.36450928632268526,0.3213371946984562,0.7937139920853484,0.4577128029502974,0.597176650010938,0.327524955170013,0.5563813566451618,0.351880035611855,0.4377819164470924,0.5840213673450778,0.9359014029569328,2.285996751687443,2746.0,0.0123,1931100.0,3079.325954400825,721178.6944309538,0.004269851533579438
"Worcester, MA",1.7790189612147387,161.8181818181818,2.4501126113062017e-07,0.0007227891157425645,0.2705658659814483,8.32321295343364,1.1811420080222466e-06,0.005639816869008626,67.22636796079787,1989.1384387236258,1.1804680179655158e-06,0.0060667934038137255,0.04817027750145371,0.4893445625817155,0.2635938402349775,0.5753579579714088,0.4828537356883677,0.5914531639678556,0.5670112661241772,0.8084381339683611,0.2319577899113865,0.5411120510471884,0.648641374435301,0.8805991643466875,2.2643952562864573,2746.0,0.0123,293600.0,1986.5728562526451,452231.1737325387,0.004392825996174151
"Albuquerque, NM",8.567753781659068,386.3636363636364,5.275052150998583e-07,0.0010622412154659795,0.20938850677265045,5.918622141460483,2.0536130047910164e-06,0.005075563679613396,52.84656803965804,1474.0094679483957,1.8734814422320959e-06,0.006074932010030993,0.07349664044719326,0.6181918128562127,0.34031280855339613,0.7541222575539855,0.3553541388800526,0.7785633473984651,0.4917616077356847,0.669438677175711,0.17595795799014396,0.6387652979345162,0.6497287825287646,0.8256867405189086,2.249247675248605,4529.0,0.008,420900.0,1526.9191877924434,334797.15817159414,0.004560729237163504
"Richmond, VA",15.311589675644983,769.0909090909091,2.333865989748203e-07,0.0011953882517595931,0.20091992531146033,5.830742276361714,1.2501215102067328e-06,0.00456245513456437,53.237988713653706,1519.9934195141784,1.0021502477594675e-06,0.005568527808564848,0.09865550141540155,0.4840424818359168,0.3704051345912205,0.8394657705978426,0.3377047872930551,0.6062465122332904,0.4233326764388331,0.5921850700853606,0.17748228322933127,0.5159851074288052,0.5820675623471196,0.7595498455764509,2.191200686259654,3430.0,0.0082,724100.0,1630.087015609046,367065.2336323767,0.004440864637269383
"Columbia, SC",9.784084142983138,478.1818181818182,4.5764129929849585e-07,0.0012354894214141497,0.1858377931242625,5.676927359226107,1.6180481114311674e-06,0.00494121300263643,37.099096261107405,1033.529827056965,1.5198827082083066e-06,0.00560928462277536,0.07803433782492053,0.5863264461185063,0.37946832897642596,0.8369709957777725,0.3062721495043861,0.6851520736778159,0.4738443983396418,0.6269804730918349,0.11463194666734917,0.5889393302640992,0.5875131249475402,0.7021450716148894,2.1660965404844967,4319.0,0.0057,433800.0,1493.6250179330352,248386.99636799356,0.006013297957515378
"Detroit, MI",9.116276225290369,979.0909090909091,1.0121617824898373e-07,0.0009382215599264645,0.1698798258909809,4.939333155203947,7.748792066058433e-07,0.004465726191713749,39.64194680694601,1142.9378256583884,-8.8205268851039e-07,0.006504052980542879,0.07554298322809763,0.4237587304887927,0.3122833456867655,0.7001096746016287,0.2730141858649371,0.5043260186809817,0.4104327583832688,0.5469398513157373,0.1245346715973713,0.2504800997644657,0.7070641055499876,0.8315987771473589,2.0786483030647247,3564.0,0.0154,2034200.0,1403.2156452517402,247627.53654607548,0.005666638148664242
"Winston, NC",4.4789359712029935,173.63636363636363,-5.366338038449237e-08,0.0007326777700122103,0.2116956926165401,5.861288361427374,1.4795773122608585e-06,0.004912622832954369,42.25453988972331,1149.2647181763841,1.5768043807366668e-06,0.005951515586140298,0.05824271072014629,0.35311720003032404,0.2658287574861682,0.5899002256924827,0.3601625397110495,0.65545561760249,0.47003157008757646,0.6501128399431012,0.13470899768789263,0.5969602227115063,0.6332389789159132,0.7679479766038058,2.0079610422393896,4375.0,0.0084,276900.0,1549.40203071782,264856.805241012,0.005849961186792649
"Greensboro, NC",1.6896543490326397,132.72727272727272,7.460871439957219e-08,0.00046701188277990373,0.19599785290737132,5.611116945887364,1.6835328449961554e-06,0.005043296912847071,41.77425052437682,1140.3139590801022,1.1468882009164002e-06,0.006169037497854378,0.04783688981398458,0.4116229006573759,0.20578608047086383,0.45940905075571226,0.32744670725987124,0.6991959336509593,0.4874584629380992,0.6511818165680348,0.13283858753751052,0.5363802838838049,0.662302319860178,0.7951409073976885,1.9057317747214355,4375.0,0.0084,365600.0,1454.0073377924534,256174.5759628245,0.005675845592122521
"Memphis, TN",7.262282621771027,282.72727272727275,-3.6587587936124497e-07,0.0004932433445883515,0.18380825088048755,4.864935992248396,1.545276780583681e-06,0.0042421951388838695,42.12111016318716,1073.1014242977278,4.789085129866309e-07,0.006285560494367538,0.06862639035126211,0.21071513644894052,0.21171460673146983,0.49205560381420177,0.3020423850762815,0.6695455296049573,0.38062231923857043,0.5316435117767112,0.13418937694905766,0.44225456698277993,0.6778710850885783,0.8120604620376359,1.835759577628549,4873.0,0.0071,653700.0,1436.9475415330808,237995.58104964963,0.006037706814536657
"Springfield, MA",-1.971366911565493,51.81818181818182,-7.413029932774063e-08,0.000347417700666503,0.22062946691803814,6.894069462787922,1.8676294882945048e-06,0.004773989003485129,44.67274197661239,1293.1587767690535,1.422286207250182e-06,0.0049029666254747336,0.03417891735662048,0.34378211094124667,0.1787568110213566,0.3916925393993337,0.3787813986508398,0.738677311053861,0.451543152999797,0.6409338523252169,0.14412629912185113,0.5751869051743697,0.4931412034760097,0.6372675025978608,1.6698938943224113,2746.0,0.0123,331500.0,1861.018664857386,343195.36369579803,0.005422621811718174
"Virginia Beach, VA",8.235264690115919,520.9090909090909,3.742592153714323e-07,0.0007383559200644697,0.19092679690193828,5.392820376909092,1.978632020321496e-06,0.003926875873939965,40.59871353079239,1171.7103589455207,1.6711700969032833e-06,0.004174354146307407,0.07225624151710665,0.5482953587794497,0.2671120661306617,0.60648037377843,0.3168781308380221,0.7624829208744212,0.33857086535884884,0.4970099307778599,0.12826064664688977,0.6102573945350833,0.39579049185611326,0.524051138503003,1.6275414430592927,3430.0,0.0082,820400.0,1696.5153931302723,351779.2192959188,0.004822670868750645
"Minneapolis, MN",11.684490104610505,1175.4545454545455,4.09756519867174e-09,0.0007267618665185206,0.14604207143411285,4.451704234951155,-2.7484427747807947e-07,0.0031954948422746126,52.59132409701389,1410.6667033641202,-8.804468526839386e-07,0.004769209019450339,0.08512407875624647,0.3794623267386146,0.26449171460713755,0.6141075079705216,0.22333397538554758,0.2792022559590254,0.24103278525755764,0.35269977295033145,0.1749639512608866,0.2507063797713601,0.4752697031883263,0.6502336544492129,1.6170409353700659,4308.0,0.0112,1993500.0,1655.4321563696042,382267.44623823854,0.004330560116118017
"Urban Honolulu, HI",-11.13303007185007,-1.8181818181818181,7.457282409689481e-07,0.0002246094544875646,0.1980196608291812,6.314621541179111,8.85109742235856e-07,0.002717969668157963,132.2350229844503,3516.0018443075323,-1.7735765660318231e-07,0.004081049584972299,0.0,0.7177246928868931,0.15100113664043707,0.30200227328087415,0.3316603526049542,0.527966066106939,0.1773493061039934,0.3431794824064705,0.4851236040892799,0.3497794142098331,0.38332396719030515,0.868447571279585,1.5136293269669299,1154.0,0.0028,463200.0,2696.7146143172727,1078145.286280673,0.0025012534475944816
