zipcode,trend_coef_Median Rent,average_value_Median Rent,pct_coef_Median Rent,average_pct_Median Rent,trend_coef_Median Price,average_value_Median Price,pct_coef_Median Price,average_pct_Median Price,normalized_trend_coef_Median Rent,normalized_pct_coef_Median Rent,normalized_average_pct_Median Rent,Median Rent_weight,normalized_trend_coef_Median Price,normalized_pct_coef_Median Price,normalized_average_pct_Median Price,Median Price_weight,total_weight,Median Rent,Median Price,rent_price_ratio
91104,0.5941437088143423,33.81430107329317,-8.887067453582292e-05,0.016774359392313917,96.51820046701388,4768.161427861614,-4.879421903564788e-06,0.00420909150536893,0.34556134557129864,0.0,1.0,1.0,0.40713170769314083,0.5236827702238157,0.5382263518890164,0.0,1.0,2635.555555555555,1215165.7848202542,0.0021688855862127513
90032,0.9732794339970534,34.80689903083252,2.4304983497163995e-05,0.013940793772538504,46.12833158326615,2483.08110516627,-6.358459625191507e-06,0.003165359721445596,0.5001931815858282,0.7504029901018715,0.8500304200263901,0.8500304200263901,0.372381621419784,0.47558071775093175,0.4762945149456897,0.0,0.8500304200263901,2985.0,833135.4414769552,0.00358285082039997
90047,1.1383285016057652,32.67851954241266,-3.134949446534934e-05,0.012124822420232429,34.113662338493434,1917.1626947741713,-6.010875891799591e-06,0.002839802617984411,0.5675090230157592,0.3813900115030979,0.7539181369549162,0.7539181369549162,0.36409601159283794,0.48688502104074227,0.45697695677810124,0.0,0.7539181369549162,3025.5,713589.5580735683,0.004239832219753534
90003,0.7875848203225982,29.772338276793207,1.2812552783537147e-06,0.011856777800454021,51.589321446012676,1912.5661749083988,-4.5353181238276674e-06,0.0033608239496492175,0.4244569817416908,0.5977458304355024,0.7397315803557646,0.7397315803557646,0.3761476536217367,0.5348738966075484,0.48789276163686174,0.0,0.7397315803557646,2839.777777777778,600727.2660322995,0.004727233036272887
90044,0.7424040568933611,23.91766092706935,2.3361309252663345e-06,0.010398904482523612,33.00934629755528,1477.325190216152,-5.141859289035603e-06,0.0024139476051272123,0.40602984882449017,0.6047401068849325,0.6625720299931773,0.6625720299931773,0.3633344482360413,0.5151476418074292,0.4317080288561864,0.0,0.6625720299931773,2675.3083333333334,641516.4501644844,0.004170287967903841
91342,0.766514082726081,23.335416322746514,1.2596640509831635e-05,0.010303332805633553,53.24330039456749,2899.0378134141124,-4.122884076363105e-06,0.003887776596664242,0.4158632074695362,0.6727716713224245,0.6575137937763955,0.6575137937763955,0.37728827796607056,0.5482872963489184,0.5191605125231239,0.0,0.6575137937763955,2639.8888888888887,795868.1078325423,0.003316992932507788
91307,1.2097715949723304,36.8453456513605,3.6003697991481e-06,0.00973101208607353,29.04306217227315,2772.8301106864214,-5.82752376989838e-06,0.0028393643702027006,0.5966473393601385,0.6131225510222345,0.6272230896107324,0.6272230896107324,0.360599201675742,0.49284809639693156,0.45695095250135537,0.0,0.6272230896107324,4361.283333333334,1036389.8885618906,0.004208149251036319
92625,1.2519390160326962,52.08655417867427,-1.5762947696147692e-05,0.009316638663963043,545.9253214003298,24231.580629717213,-1.162305647512138e-05,0.007063183615876051,0.6138454700174902,0.48473547910853065,0.6052919200509244,0.6052919200509244,0.7170538521687063,0.30436269523465487,0.7075794078482148,0.0,0.6052919200509244,6557.738095238095,3812356.576956957,0.0017201271609468692
90033,0.4192984302539211,17.568007763856276,-4.772992028001184e-06,0.009165037561345958,38.803833412243456,1338.2334269299085,-5.248037842021755e-06,0.0020738933433891438,0.27425008512692756,0.5576035828845252,0.5972682647932698,0.5972682647932698,0.36733046830130117,0.511694446359772,0.411530253862422,0.0,0.5972682647932698,2185.3777777777777,676129.7772358459,0.0032321868542930328
93535,0.6976420379240793,22.778674909718102,-5.214512020693851e-06,0.009088549613952605,1.5397958128200675,1001.5206517016136,-6.656670384910983e-06,0.002426833214712006,0.3877735023047798,0.5546761166036596,0.5932200559698814,0.5932200559698814,0.3416322763798049,0.4658821486054281,0.4324726213348413,0.0,0.5932200559698814,2838.773809523809,432759.7503056818,0.006559699250031059
91436,2.1987361409387938,54.449163066146035,-3.463532890753076e-05,0.008894170324007652,132.40135805674845,9509.827269274587,-1.2024044441263873e-05,0.004332585950007143,1.0,0.35960352460965317,0.5829323180522665,0.5829323180522665,0.43187761097938493,0.29132155104587315,0.5455541327677313,0.0,0.5829323180522665,7071.083333333333,2376134.0945483777,0.002975877224082888
91791,0.5307859580253385,21.27588932835797,9.38605795528446e-06,0.008218564906818665,56.42193170238701,3270.846525876347,-5.754532396377344e-06,0.0038264534024112086,0.3197206645710228,0.6514841366106857,0.5471751575557474,0.5471751575557474,0.37948033987503793,0.4952219607195502,0.51552178260628,0.0,0.5471751575557474,2853.6071428571427,912020.2376970728,0.0031288857690951453
90630,0.644133383845843,19.29817376759222,2.9821958993478638e-06,0.008057912190755212,102.23748711381485,5895.702105650868,-1.0608202507972579e-05,0.006224937274003709,0.36594980996136744,0.6090237938258962,0.5386724356912843,0.5386724356912843,0.4110758676761111,0.3373683164343733,0.6578404456331948,0.0,0.5386724356912843,2742.069444444444,1041652.23805658,0.0026324231295853096
90007,0.6924054651538387,23.36978997964906,-3.983474367120187e-05,0.008042450134570774,39.649867766957534,1890.2283165083975,-7.115912012379497e-06,0.001995283091486345,0.3856377477237633,0.32512918221792253,0.5378540893451381,0.5378540893451381,0.36791391428891357,0.4509464478188877,0.40686576306324596,0.0,0.5378540893451381,3297.5196078431377,994973.168216422,0.003314179430340052
90043,0.5110628179144422,19.83163599810225,9.767909086463793e-06,0.007767365092322935,2.9546908317899496,1458.3184056373536,-7.2806780604479695e-06,0.0017172743174201591,0.3116765126624947,0.6540159728340478,0.5232949106358055,0.5232949106358055,0.34260802259756906,0.4455878386542597,0.39036957665838135,0.0,0.5232949106358055,2797.083333333333,894840.9095979867,0.003125788398062781
91364,0.5503012995181913,27.960427511360415,-7.0568695762249464e-06,0.007327195500728838,91.73185633521224,5473.081983061197,-1.0506596077284625e-05,0.004298048817752461,0.3276800650839554,0.5424604984881073,0.49999845040639523,0.49999845040639523,0.40383092769115664,0.3406728148856764,0.5435048054633096,0.0,0.49999845040639523,4278.068783068783,1371489.6248275435,0.003119286289611359
91306,0.45273542870145655,19.549164034693266,-9.14108800880511e-06,0.007262249787648523,54.42087714804351,3302.2845222717538,-8.660108065848405e-06,0.004156847955594312,0.28788748228401606,0.5286412393734156,0.496561127041174,0.496561127041174,0.3781003637024157,0.4007252813765025,0.5351263801761498,0.0,0.496561127041174,2995.7666666666664,852904.5723323524,0.003512428897496052
